dataset,tuning,metric,model,error_rate,bias
communities,True,equalized_odds,RejectOptionClassification_tuned,43.6393,5.1622
communities,True,equalized_odds,EqOddsPostprocessing_tuned,27.1453,4.3903
communities,True,equalized_odds,CalibratedEqOddsPostprocessing_tuned,17.863,47.8025
communities,True,equalized_odds,JiangNachum_tuned,20.1668,3.4313
communities,True,equalized_odds,DPAbstention_tuned,36.6277,3.4525
communities,True,equalized_odds,FaX_tuned,16.1937,14.727
communities,True,equalized_odds,FairBayesDPP_tuned,19.6327,22.8676
communities,True,equalized_odds,GetFair_tuned,16.5943,18.3899
compas_race,True,equalized_odds,Reweighing_tuned,32.4515,6.2165
compas_race,True,equalized_odds,LFR_tuned,32.6459,2.8525
compas_race,True,equalized_odds,DisparateImpactRemover_tuned,32.386700000000005,21.5833
compas_race,True,equalized_odds,Fair-SMOTE_tuned,33.4882,5.4411000000000005
compas_race,True,equalized_odds,FairSSL-CT_tuned,33.6394,5.0146
compas_race,True,equalized_odds,FairSSL-LP_tuned,33.4126,7.4975999999999985
compas_race,True,equalized_odds,FairSSL-LS_tuned,33.4882,7.407400000000001
compas_race,True,equalized_odds,FairSSL-ST_tuned,33.9417,12.6326
compas_race,True,equalized_odds,LTDD_tuned,32.807900000000004,2.8803
compas_race,True,equalized_odds,PrejudiceRemover_tuned,42.6675,7.994599999999999
compas_race,True,equalized_odds,SquaredDifferenceFairLogistic_tuned,42.008700000000005,5.739
compas_race,True,equalized_odds,FairnessConstraintModel_tuned,42.6673,5.644400000000001
compas_race,True,equalized_odds,DisparateMistreatmentModel_tuned,36.6739,14.958
compas_race,True,equalized_odds,ConvexFrameworkModel_tuned,34.6113,16.479000000000003
compas_race,True,equalized_odds,HSICLinearRegression_tuned,45.5833,0.2017999999999999
compas_race,True,equalized_odds,GerryFairClassifier_tuned,45.6371,7.677300000000001
compas_race,True,equalized_odds,AdversarialDebiasing_tuned,32.32190000000001,2.5792
compas_race,True,equalized_odds,ExponentiatedGradientReduction_tuned,32.624300000000005,2.018
compas_race,True,equalized_odds,GridSearchReduction_tuned,36.2096,9.0636
compas_race,True,equalized_odds,MetaFairClassifier_tuned,33.1102,19.085
compas_race,True,equalized_odds,AdaFair_tuned,33.142700000000005,20.5272
compas_race,True,equalized_odds,FAGTB_tuned,33.6286,2.3684
compas_race,True,equalized_odds,HGR_tuned,41.8035,3.8452
compas_race,True,equalized_odds,FairDummies_tuned,44.6869,0.7635000000000001
compas_race,True,equalized_odds,GeneralFairERM_tuned,46.7495,3.6673
compas_race,True,equalized_odds,MultiAdversarialDebiasing_tuned,41.3499,3.3346
compas_race,True,equalized_odds,FairGeneralizedLinearModel_tuned,45.7777,0.0
compas_race,True,equalized_odds,GradualCompatibility_tuned,35.3348,12.3322
compas_race,True,equalized_odds,RejectOptionClassification_tuned,43.5745,4.4299
compas_race,True,equalized_odds,EqOddsPostprocessing_tuned,36.7062,2.7670000000000003
compas_race,True,equalized_odds,CalibratedEqOddsPostprocessing_tuned,33.3263,21.8995
compas_race,True,equalized_odds,JiangNachum_tuned,34.4384,1.1298
compas_race,True,equalized_odds,DPAbstention_tuned,33.3478,2.2819000000000003
compas_race,True,equalized_odds,FaX_tuned,32.408300000000004,21.5484
compas_race,True,equalized_odds,FairBayesDPP_tuned,33.6394,17.1334
compas_race,True,equalized_odds,GetFair_tuned,32.473099999999995,21.5983
german,True,equalized_odds,Reweighing_tuned,22.1333,9.3156
german,True,equalized_odds,LFR_tuned,21.8,0.1143
german,True,equalized_odds,DisparateImpactRemover_tuned,21.9334,5.5589
german,True,equalized_odds,Fair-SMOTE_tuned,29.8667,11.5492
german,True,equalized_odds,FairSSL-CT_tuned,38.7334,6.533799999999999
german,True,equalized_odds,FairSSL-LP_tuned,38.6666,8.7163
german,True,equalized_odds,FairSSL-LS_tuned,40.7334,6.8878
german,True,equalized_odds,FairSSL-ST_tuned,34.8,9.3477
german,True,equalized_odds,LTDD_tuned,22.4,10.3792
german,True,equalized_odds,PrejudiceRemover_tuned,21.533400000000004,8.055299999999999
german,True,equalized_odds,SquaredDifferenceFairLogistic_tuned,21.6,4.8681
german,True,equalized_odds,FairnessConstraintModel_tuned,21.8001,5.0367
german,True,equalized_odds,DisparateMistreatmentModel_tuned,22.1333,4.6732
german,True,equalized_odds,ConvexFrameworkModel_tuned,22.0,4.8207
german,True,equalized_odds,HSICLinearRegression_tuned,22.3333,6.492500000000001
german,True,equalized_odds,GerryFairClassifier_tuned,22.5333,4.6652000000000005
german,True,equalized_odds,AdversarialDebiasing_tuned,21.6667,4.7971
german,True,equalized_odds,ExponentiatedGradientReduction_tuned,21.8,3.0574
german,True,equalized_odds,GridSearchReduction_tuned,21.6,4.6735
german,True,equalized_odds,MetaFairClassifier_tuned,21.266700000000004,3.0679000000000003
german,True,equalized_odds,AdaFair_tuned,28.4001,3.6857
german,True,equalized_odds,FAGTB_tuned,22.1333,0.0
german,True,equalized_odds,HGR_tuned,22.0,0.1042
german,True,equalized_odds,FairDummies_tuned,22.1334,1.4908
german,True,equalized_odds,GeneralFairERM_tuned,41.6668,12.6321
german,True,equalized_odds,MultiAdversarialDebiasing_tuned,21.8,0.2524
german,True,equalized_odds,FairGeneralizedLinearModel_tuned,22.1333,0.0
german,True,equalized_odds,GradualCompatibility_tuned,21.2668,0.5037
german,True,equalized_odds,RejectOptionClassification_tuned,40.0001,8.4633
german,True,equalized_odds,EqOddsPostprocessing_tuned,23.0667,5.4494
german,True,equalized_odds,CalibratedEqOddsPostprocessing_tuned,23.3333,10.8213
german,True,equalized_odds,JiangNachum_tuned,21.7333,3.2927
german,True,equalized_odds,DPAbstention_tuned,23.5334,7.3939
german,True,equalized_odds,FaX_tuned,22.200100000000003,8.7011
german,True,equalized_odds,FairBayesDPP_tuned,22.466700000000003,4.9529
german,True,equalized_odds,GetFair_tuned,22.6,7.771100000000001
implicit10,True,equalized_odds,Reweighing_tuned,29.49140000000001,3.8621
implicit10,True,equalized_odds,LFR_tuned,29.7514,1.1389
implicit10,True,equalized_odds,DisparateImpactRemover_tuned,29.008000000000003,16.3899
implicit10,True,equalized_odds,Fair-SMOTE_tuned,29.600900000000003,4.433
implicit10,True,equalized_odds,FairSSL-CT_tuned,30.1848,4.0972
implicit10,True,equalized_odds,FairSSL-LP_tuned,29.8426,1.0936
implicit10,True,equalized_odds,FairSSL-LS_tuned,29.8973,1.7152999999999998
implicit10,True,equalized_odds,FairSSL-ST_tuned,29.8336,1.5033
implicit10,True,equalized_odds,LTDD_tuned,30.1346,3.3301
implicit10,True,equalized_odds,PrejudiceRemover_tuned,30.4037,4.2513
implicit10,True,equalized_odds,SquaredDifferenceFairLogistic_tuned,29.847300000000004,7.5201
implicit10,True,equalized_odds,FairnessConstraintModel_tuned,31.9042,2.1325
implicit10,True,equalized_odds,DisparateMistreatmentModel_tuned,29.3547,9.6519
implicit10,True,equalized_odds,ConvexFrameworkModel_tuned,29.5097,8.6838
implicit10,True,equalized_odds,HSICLinearRegression_tuned,31.9909,3.5418000000000003
implicit10,True,equalized_odds,GerryFairClassifier_tuned,31.890500000000003,10.976399999999998
implicit10,True,equalized_odds,AdversarialDebiasing_tuned,29.7651,1.7979999999999998
implicit10,True,equalized_odds,ExponentiatedGradientReduction_tuned,29.6055,1.1617
implicit10,True,equalized_odds,GridSearchReduction_tuned,29.4686,10.2995
implicit10,True,equalized_odds,MetaFairClassifier_tuned,29.9886,7.918
implicit10,True,equalized_odds,AdaFair_tuned,37.327200000000005,7.5762
implicit10,True,equalized_odds,FAGTB_tuned,33.446,1.4451
implicit10,True,equalized_odds,HGR_tuned,31.4207,1.1822
implicit10,True,equalized_odds,FairDummies_tuned,31.2475,3.3083
implicit10,True,equalized_odds,GeneralFairERM_tuned,39.3888,2.2845
implicit10,True,equalized_odds,MultiAdversarialDebiasing_tuned,31.6442,1.0542
implicit10,True,equalized_odds,FairGeneralizedLinearModel_tuned,30.8599,8.9012
implicit10,True,equalized_odds,GradualCompatibility_tuned,33.2816,3.8413
implicit10,True,equalized_odds,RejectOptionClassification_tuned,29.7696,3.6311
implicit10,True,equalized_odds,EqOddsPostprocessing_tuned,32.706900000000005,2.3887
implicit10,True,equalized_odds,CalibratedEqOddsPostprocessing_tuned,29.5552,19.2218
implicit10,True,equalized_odds,JiangNachum_tuned,29.8975,1.1159
implicit10,True,equalized_odds,DPAbstention_tuned,30.7503,4.4139
implicit10,True,equalized_odds,FaX_tuned,29.030700000000003,16.0307
implicit10,True,equalized_odds,FairBayesDPP_tuned,30.0251,10.5863
implicit10,True,equalized_odds,GetFair_tuned,29.117400000000004,15.7828
implicit20,True,equalized_odds,Reweighing_tuned,31.7332,9.5712
implicit20,True,equalized_odds,LFR_tuned,31.497300000000003,3.2719
implicit20,True,equalized_odds,DisparateImpactRemover_tuned,29.419300000000003,31.3823
implicit20,True,equalized_odds,Fair-SMOTE_tuned,31.6788,9.7556
implicit20,True,equalized_odds,FairSSL-CT_tuned,32.1007,8.497
implicit20,True,equalized_odds,FairSSL-LP_tuned,32.2823,4.7385
implicit20,True,equalized_odds,FairSSL-LS_tuned,31.7196,3.6103
implicit20,True,equalized_odds,FairSSL-ST_tuned,32.626999999999995,6.432899999999999
implicit20,True,equalized_odds,LTDD_tuned,31.7832,10.3058
implicit20,True,equalized_odds,PrejudiceRemover_tuned,30.9619,7.2212
implicit20,True,equalized_odds,SquaredDifferenceFairLogistic_tuned,30.2315,15.0428
implicit20,True,equalized_odds,FairnessConstraintModel_tuned,32.3866,2.5328
implicit20,True,equalized_odds,DisparateMistreatmentModel_tuned,29.7368,20.3684
implicit20,True,equalized_odds,ConvexFrameworkModel_tuned,31.089,14.5168
implicit20,True,equalized_odds,HSICLinearRegression_tuned,33.0852,8.8677
implicit20,True,equalized_odds,GerryFairClassifier_tuned,47.1144,2.13
implicit20,True,equalized_odds,AdversarialDebiasing_tuned,31.3566,6.3926
implicit20,True,equalized_odds,ExponentiatedGradientReduction_tuned,31.1797,0.7048
implicit20,True,equalized_odds,GridSearchReduction_tuned,34.1062,23.3663
implicit20,True,equalized_odds,MetaFairClassifier_tuned,32.9537,6.9755
implicit20,True,equalized_odds,AdaFair_tuned,36.3794,15.8276
implicit20,True,equalized_odds,FAGTB_tuned,34.3603,3.4075
implicit20,True,equalized_odds,HGR_tuned,32.3231,0.7298
implicit20,True,equalized_odds,FairDummies_tuned,32.6225,2.3035
implicit20,True,equalized_odds,GeneralFairERM_tuned,39.564400000000006,3.6722
implicit20,True,equalized_odds,MultiAdversarialDebiasing_tuned,31.7558,1.8849
implicit20,True,equalized_odds,FairGeneralizedLinearModel_tuned,31.5244,10.5454
implicit20,True,equalized_odds,GradualCompatibility_tuned,32.9673,4.3956
implicit20,True,equalized_odds,RejectOptionClassification_tuned,43.843,3.9784
implicit20,True,equalized_odds,EqOddsPostprocessing_tuned,36.5698,1.1206999999999998
implicit20,True,equalized_odds,CalibratedEqOddsPostprocessing_tuned,29.6598,30.4765
implicit20,True,equalized_odds,JiangNachum_tuned,31.8466,0.8556
implicit20,True,equalized_odds,DPAbstention_tuned,32.3276,7.4831
implicit20,True,equalized_odds,FaX_tuned,29.364700000000003,32.0942
implicit20,True,equalized_odds,FairBayesDPP_tuned,30.8938,19.0341
implicit20,True,equalized_odds,GetFair_tuned,29.3967,30.8284
implicit30,True,equalized_odds,Reweighing_tuned,28.653800000000004,6.906499999999999
implicit30,True,equalized_odds,LFR_tuned,31.0131,3.7009
implicit30,True,equalized_odds,DisparateImpactRemover_tuned,26.2449,43.2023
implicit30,True,equalized_odds,Fair-SMOTE_tuned,28.6899,6.9605
implicit30,True,equalized_odds,FairSSL-CT_tuned,30.842,4.4331000000000005
implicit30,True,equalized_odds,FairSSL-LP_tuned,29.8064,3.9791
implicit30,True,equalized_odds,FairSSL-LS_tuned,29.7119,4.0032000000000005
implicit30,True,equalized_odds,FairSSL-ST_tuned,29.5362,5.824399999999999
implicit30,True,equalized_odds,LTDD_tuned,29.4552,3.7828
implicit30,True,equalized_odds,PrejudiceRemover_tuned,29.5722,12.7579
implicit30,True,equalized_odds,SquaredDifferenceFairLogistic_tuned,33.9036,3.4815
implicit30,True,equalized_odds,FairnessConstraintModel_tuned,34.0613,4.225
implicit30,True,equalized_odds,DisparateMistreatmentModel_tuned,32.9536,6.1454
implicit30,True,equalized_odds,ConvexFrameworkModel_tuned,33.1156,5.708500000000001
implicit30,True,equalized_odds,HSICLinearRegression_tuned,48.8293,0.0
implicit30,True,equalized_odds,GerryFairClassifier_tuned,47.1364,4.5647
implicit30,True,equalized_odds,AdversarialDebiasing_tuned,29.1806,6.847800000000001
implicit30,True,equalized_odds,ExponentiatedGradientReduction_tuned,29.8515,0.914
implicit30,True,equalized_odds,GridSearchReduction_tuned,32.444900000000004,7.7745
implicit30,True,equalized_odds,MetaFairClassifier_tuned,30.3648,35.6171
implicit30,True,equalized_odds,AdaFair_tuned,33.0392,29.5367
implicit30,True,equalized_odds,FAGTB_tuned,34.4125,3.6591
implicit30,True,equalized_odds,HGR_tuned,34.0162,3.4611
implicit30,True,equalized_odds,FairDummies_tuned,36.551100000000005,8.8216
implicit30,True,equalized_odds,GeneralFairERM_tuned,42.8455,1.7382999999999995
implicit30,True,equalized_odds,MultiAdversarialDebiasing_tuned,34.1468,2.2
implicit30,True,equalized_odds,FairGeneralizedLinearModel_tuned,42.742,7.885800000000001
implicit30,True,equalized_odds,GradualCompatibility_tuned,48.6763,0.2613
implicit30,True,equalized_odds,RejectOptionClassification_tuned,29.6758,4.156899999999999
implicit30,True,equalized_odds,EqOddsPostprocessing_tuned,38.7212,1.7672
implicit30,True,equalized_odds,CalibratedEqOddsPostprocessing_tuned,26.3619,45.28039999999999
implicit30,True,equalized_odds,JiangNachum_tuned,32.156800000000004,1.3628
implicit30,True,equalized_odds,DPAbstention_tuned,35.8262,9.5736
implicit30,True,equalized_odds,FaX_tuned,26.38,42.7848
implicit30,True,equalized_odds,FairBayesDPP_tuned,32.2243,30.6281
implicit30,True,equalized_odds,GetFair_tuned,28.5502,30.3572
implicit40,True,equalized_odds,Reweighing_tuned,30.8067,3.5572
implicit40,True,equalized_odds,LFR_tuned,31.6565,1.4326
implicit40,True,equalized_odds,DisparateImpactRemover_tuned,25.8442,67.48780000000001
implicit40,True,equalized_odds,Fair-SMOTE_tuned,29.834100000000003,7.9753
implicit40,True,equalized_odds,FairSSL-CT_tuned,32.8198,9.3724
implicit40,True,equalized_odds,FairSSL-LP_tuned,31.969900000000003,6.9404
implicit40,True,equalized_odds,FairSSL-LS_tuned,31.72,4.2711
implicit40,True,equalized_odds,FairSSL-ST_tuned,30.956599999999995,4.4952000000000005
implicit40,True,equalized_odds,LTDD_tuned,32.8016,11.8763
implicit40,True,equalized_odds,PrejudiceRemover_tuned,32.7198,16.0534
implicit40,True,equalized_odds,SquaredDifferenceFairLogistic_tuned,32.1064,1.0714
implicit40,True,equalized_odds,FairnessConstraintModel_tuned,32.0337,1.8457
implicit40,True,equalized_odds,DisparateMistreatmentModel_tuned,31.3746,5.7598
implicit40,True,equalized_odds,ConvexFrameworkModel_tuned,32.1245,1.1174
implicit40,True,equalized_odds,HSICLinearRegression_tuned,49.2298,5.169199999999999
implicit40,True,equalized_odds,GerryFairClassifier_tuned,48.1617,2.6631
implicit40,True,equalized_odds,AdversarialDebiasing_tuned,29.8023,14.3784
implicit40,True,equalized_odds,ExponentiatedGradientReduction_tuned,30.9701,1.4231
implicit40,True,equalized_odds,GridSearchReduction_tuned,41.5178,29.7832
implicit40,True,equalized_odds,MetaFairClassifier_tuned,33.6061,28.7486
implicit40,True,equalized_odds,AdaFair_tuned,31.761000000000003,41.4793
implicit40,True,equalized_odds,FAGTB_tuned,34.6194,1.956
implicit40,True,equalized_odds,HGR_tuned,33.3652,1.761
implicit40,True,equalized_odds,FairDummies_tuned,35.8919,6.2186
implicit40,True,equalized_odds,GeneralFairERM_tuned,44.21730000000001,2.139
implicit40,True,equalized_odds,MultiAdversarialDebiasing_tuned,32.5971,1.6899000000000002
implicit40,True,equalized_odds,FairGeneralizedLinearModel_tuned,40.259,12.5417
implicit40,True,equalized_odds,GradualCompatibility_tuned,49.8024,0.0523
implicit40,True,equalized_odds,RejectOptionClassification_tuned,43.212900000000005,4.977400000000001
implicit40,True,equalized_odds,EqOddsPostprocessing_tuned,43.6356,1.8804
implicit40,True,equalized_odds,CalibratedEqOddsPostprocessing_tuned,26.0622,63.7648
implicit40,True,equalized_odds,JiangNachum_tuned,37.1325,2.0121
implicit40,True,equalized_odds,DPAbstention_tuned,35.8056,11.9589
implicit40,True,equalized_odds,FaX_tuned,25.8624,68.4152
implicit40,True,equalized_odds,FairBayesDPP_tuned,26.7303,52.0282
implicit40,True,equalized_odds,GetFair_tuned,36.76,10.9235
implicit50,True,equalized_odds,Reweighing_tuned,33.0388,6.6862
implicit50,True,equalized_odds,LFR_tuned,31.4078,10.2103
implicit50,True,equalized_odds,DisparateImpactRemover_tuned,23.6447,78.1897
implicit50,True,equalized_odds,Fair-SMOTE_tuned,33.5307,9.5246
implicit50,True,equalized_odds,FairSSL-CT_tuned,35.713,16.114600000000003
implicit50,True,equalized_odds,FairSSL-LP_tuned,32.3052,2.703
implicit50,True,equalized_odds,FairSSL-LS_tuned,32.4008,3.3517
implicit50,True,equalized_odds,FairSSL-ST_tuned,32.583299999999994,8.3398
